,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12,ROI13,ROI14,ROI15,ROI16,ROI17,ROI18,ROI19,ROI20,ROI21,ROI22,ROI23,ROI24,ROI25,ROI26,ROI27,ROI28,ROI29,ROI30,ROI31,ROI32,ROI33,ROI34,ROI35,ROI36,ROI37,ROI38,ROI39,ROI40,ROI41,ROI42,ROI43,ROI44,ROI45,ROI46,ROI47,ROI48,ROI49,ROI50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject11,1.85767453,1.753598334,1.879667896,1.792877479,1.899476816,1.709665435,1.852251273,1.714246627,1.665055791,1.399298739,1.688218856,2.2053954,1.976085641,1.878878762,2.113896902,1.829046974,1.754539422,2.086694242,1.92839422,2.065034717,1.742431947,1.53641815,1.397634602,1.583530972,1.8619163,2.079391805,1.917985392,2.041099722,2.277812201,2.286138285,2.177059524,1.894350202,1.954149055,1.765343052,1.627960857,1.497442309,1.801389926,1.823264098,2.208583349,1.821884569,1.584872081,1.680544624,1.689959123,1.518580272,1.745931309,1.622012261,1.465664767,1.486941411,1.092825143,1.37395949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject12,1.136626828,1.184898637,1.126326398,1.007555131,1.1294995,1.144516938,1.045258779,1.053176449,1.064482352,0.831262714,0.95914093,1.264263958,1.183847084,0.892625728,1.196839486,1.067891593,0.985383966,1.150420909,1.009568339,1.187355638,1.136605154,1.252831685,1.039498836,1.191937764,1.149019701,1.410516887,1.274030863,1.32826954,1.383921627,1.464874345,1.148192316,1.15856302,1.189885799,1.117127809,0.965822447,0.902277871,1.117688006,1.125787199,1.212587425,1.240669049,1.18236255,1.275884746,1.055207355,1.187269834,1.28588253,1.287223321,0.916375877,0.977796847,1.030338707,1.124574373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject13,1.293612645,1.241947322,1.420330727,1.137707263,1.492117023,1.134065178,1.182254613,1.290874474,1.270087891,0.836765206,1.088929896,1.569238823,1.420528054,1.010319099,1.424169593,1.145345881,1.216071865,1.356086803,1.272554932,1.452196241,1.491320595,1.387001453,1.148371896,1.407340457,1.233402353,1.533663261,1.525280468,1.581953148,1.818154678,1.845583368,1.476153419,1.328813492,1.280154103,1.137289937,1.066831458,0.899590545,1.222820492,1.411979969,1.437415898,1.418574348,1.44709452,1.534028752,1.307098928,1.147807531,1.53944875,1.573438669,1.191781535,1.3202777,1.254534942,1.355897467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject14,1.228798565,1.130225028,1.283685774,1.179091353,1.379488424,1.232193146,1.316160594,1.181511301,1.164611181,0.990138581,1.019693603,1.479418706,1.373844891,1.096219673,1.34671279,1.215061895,1.181480277,1.358524474,1.232314398,1.342417328,1.194955962,1.184843401,1.051680706,1.170620386,1.191452235,1.436882335,1.443542559,1.51070934,1.45488628,1.587413345,1.406286915,1.389490827,1.274643311,1.208170906,1.239123434,1.244213148,1.242393784,1.229617416,1.342615125,1.262087513,1.231510437,1.299126831,1.040165555,1.074037187,1.251454423,1.301560487,0.966685505,0.983908239,1.027052966,1.126303189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject15,1.124702666,1.081829796,1.235771454,1.239446226,1.096065551,1.241010171,1.22338807,1.049117428,1.037058736,0.867153152,1.028881854,1.291299035,1.246340969,0.930565978,1.119876828,1.068590741,1.119226897,1.267427573,1.101355177,1.238971344,1.138988641,1.121871943,1.055008626,1.143953103,1.04277314,1.341217021,1.266907906,1.401370156,1.262501406,1.285017593,1.081418028,1.209426211,1.062417372,1.044121496,1.055396646,1.084824436,1.050570706,1.146930143,1.167080731,1.182372655,1.324297573,1.220846401,1.060853161,1.007257793,1.163432548,1.106730722,0.939605055,0.991873008,1.060293251,1.054113837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject16,1.187472841,1.101242338,1.200254992,1.062077877,1.299171024,1.141615394,1.108310216,1.156504826,1.118121551,0.942280365,1.032431791,1.364795084,1.274955643,1.033380125,1.227242836,1.252673069,1.10025753,1.325097708,1.104089824,1.19688801,1.163386541,1.161563269,1.051175486,1.16175775,1.119962587,1.312358812,1.244764788,1.287741438,1.39236787,1.479028073,1.338596841,1.16307027,1.24406502,1.083731784,1.042494993,0.907985525,1.149498797,1.108088903,1.307880652,1.197008796,1.19356388,1.234911455,1.143547914,1.118915266,1.320884273,1.21396185,0.949459564,0.922907886,0.981377208,1.049413256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject17,1.430866888,1.289647719,1.534155195,1.477838547,1.4439068,1.404899138,1.445275711,1.398739354,1.42670148,1.248416078,1.494014492,1.679922349,1.625367211,1.593392066,1.886527014,1.406670141,1.502373407,1.516397022,1.614722454,1.756286967,1.550476016,1.662864942,1.464465432,1.81072682,1.740396509,1.935748092,1.935794135,2.089815442,1.97700601,2.027871589,1.62602402,1.580106405,1.615000551,1.468479006,1.352507365,1.215671216,1.612838319,1.769753009,1.691119433,1.678900851,1.601280272,1.772318996,1.585576689,1.614982204,1.337339411,1.461749686,1.338278464,1.537160939,1.276006092,1.41293752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject18,1.857099355,1.83716263,1.866525458,1.868221543,2.039347976,1.904675195,2.039422182,1.729777876,1.805209459,1.649413157,1.809894452,2.109783731,2.158774482,1.97874545,2.280782304,1.877734266,1.894260362,2.068805153,2.003232487,2.159101469,1.773392287,1.914785351,1.465079536,1.713492938,2.083312603,2.296810984,2.01634794,2.161515125,2.104706232,2.124081439,2.01699754,1.990535776,1.77130567,1.700202746,1.554555083,1.326123129,1.644810471,1.830592972,1.846286731,1.975513877,1.590300563,1.819696648,1.600245785,1.762346622,1.455061669,1.56448452,1.649827875,1.698740315,1.211651692,1.442396798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject19,1.649364449,1.629594623,1.701397511,1.453020965,1.708553078,1.56496127,1.539737328,1.505307068,1.543781846,1.49052537,1.584896101,1.765067179,1.728521131,1.704714881,1.82036914,1.628131057,1.554894154,1.745183826,1.725821839,1.842847528,1.583243553,1.598288293,1.378042076,1.437036722,1.750100967,1.931939359,1.697477675,1.783124589,2.044647572,2.052563837,1.799472601,1.78016978,1.626198892,1.624221777,1.392779715,1.111222736,1.637034478,1.712689878,1.591415199,1.641773239,1.609080009,1.636968473,1.533744992,1.485791162,1.341804247,1.392377707,1.48174155,1.558639919,1.25910688,1.320533064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject20,1.636059333,1.517231405,1.858518633,1.502993354,1.730026981,1.536507822,1.598646194,1.627165378,1.583695855,1.499301106,1.650693595,1.912847915,1.687500052,1.614361291,1.837189703,1.690269136,1.57830279,1.871576214,1.70835224,1.756052983,1.407509515,1.450768011,1.491498002,1.494744596,1.653486146,1.843289808,1.864475881,1.886411716,1.8804805,1.980415676,1.70537795,1.667476294,1.489252167,1.433684859,1.356336021,1.131983097,1.665379412,1.641365515,1.703552545,1.717846437,1.559373023,1.569240077,1.307268568,1.506690939,1.523701286,1.401099655,1.347402181,1.384625997,1.098133394,1.208721107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject21,1.730304631,1.746756837,1.838917563,1.723670266,1.813058629,1.819538206,1.741093305,1.7418598,1.670635217,1.729090673,1.660442781,2.002537086,1.873550523,1.947930496,1.977865565,1.886936996,1.812218709,1.946257449,1.928640106,1.948822493,1.656974021,1.665257799,1.533626304,1.658003554,1.959055813,1.988347446,2.055946377,2.04394184,2.126849679,2.119079011,2.074602433,1.981575077,1.877469988,1.84266046,1.568144192,1.262404615,1.841566227,1.903345121,1.915069562,1.813271229,1.555404716,1.562566992,1.525086035,1.601422482,1.33409873,1.327681492,1.601756149,1.638675656,1.213856162,1.295105151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject22,1.351488701,1.291835548,1.280391915,1.393565111,1.338664687,1.440966673,1.271623166,1.159746516,1.262343566,1.008416387,1.142492006,1.243658404,1.249998977,1.12765655,1.385692603,1.246580659,1.323630151,1.236767964,1.186500212,1.265517526,1.286098886,1.318129725,0.939650599,1.133321028,1.297055059,1.601207036,1.325084517,1.464961002,1.726641718,1.888649656,1.481981708,1.249653176,1.180875505,1.071607002,1.093252454,0.978766872,1.125974786,1.210435637,1.357473116,1.300347734,1.179497611,1.286710131,1.265094195,1.30194381,1.310719654,1.279353098,1.064640204,1.152212432,1.130734836,1.250091673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject23,1.130331465,1.074750077,1.349547031,1.416510171,1.247416868,1.312569979,1.345138277,1.117249517,1.146215917,0.915845459,1.013683792,1.381042792,1.363528712,1.111847336,1.327840358,1.000021104,1.117917496,1.250125067,1.249027716,1.44808938,1.31392155,1.308031552,1.10206398,1.213526231,1.292515043,1.690845471,1.539346769,1.577424365,1.69156245,1.799001677,1.373161513,1.329283857,1.226484837,1.027708527,1.173510773,0.9639027,1.258507415,1.250657717,1.407133723,1.337906644,1.270290235,1.381562447,1.147189389,1.193596257,1.254666778,1.269819833,1.216522418,1.292276997,1.085742119,1.241976587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject24,1.198532392,1.329700285,1.22012194,1.22820751,1.221712415,1.369631019,1.161404131,1.096255739,1.206707116,0.926557992,1.018756228,1.238771478,1.248730738,1.201905874,1.260872536,1.109892563,1.148248867,1.252777603,1.185564844,1.185458654,1.322901688,1.27243029,0.933698361,1.078584931,1.177221108,1.353018646,1.240804281,1.349262165,1.615236449,1.726147535,1.270602495,1.332048239,1.106123741,1.176032168,1.068141565,1.074622991,1.238320466,1.266419278,1.324229512,1.336961372,1.254399069,1.137471866,1.154538695,1.182042946,1.302886649,1.101608525,1.162091931,1.203980876,1.029742586,1.065576061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
